ga:eventCategory,ga:eventAction,ga:eventLabel,ga:date,ga:hour,ga:minute,ga:country,ga:totalEvents,ga:uniqueEvents,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,16,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,20,Bangladesh,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,25,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,26,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,34,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,34,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,35,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,39,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,43,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,2,46,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,12,Indonesia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,17,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,18,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,33,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,53,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,3,55,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,6,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,12,United States,2,2,1,2
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,15,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,20,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,21,France,2,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,22,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,22,Sweden,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,50,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,54,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,55,Australia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,56,Bulgaria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,4,57,Germany,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,5,1,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,5,2,Germany,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,5,19,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,5,20,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,5,27,France,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,1,Germany,2,1,1,2
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,4,Russia,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,7,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,11,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,12,Japan,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,12,Russia,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,13,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,18,Bulgaria,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,46,Switzerland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,49,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,6,49,South Korea,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,0,United Arab Emirates,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,5,Poland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,17,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,19,Poland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,24,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,36,Ireland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,46,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,7,57,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,12,United Kingdom,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,13,United Kingdom,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,18,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,20,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,36,India,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,42,Spain,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,42,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,51,Sri Lanka,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,56,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,8,59,Greece,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,18,Singapore,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,26,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,35,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,41,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,47,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,50,Egypt,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,50,Poland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,52,Indonesia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,53,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,9,56,Egypt,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,15,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,15,Japan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,17,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,17,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,19,Norway,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,23,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,33,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,37,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,39,China,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,42,United Kingdom,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,50,United Kingdom,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,58,Russia,2,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,10,59,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,0,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,6,Canada,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,8,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,24,Poland,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,30,France,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,31,United Kingdom,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,35,Iran,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,47,Taiwan,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,50,Taiwan,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,11,57,Belarus,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,9,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,10,France,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,12,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,13,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,14,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,17,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,24,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,42,China,2,1,1,2
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,44,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,46,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,49,Sri Lanka,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,50,China,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,50,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,51,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,54,Romania,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,54,Taiwan,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,12,54,United Kingdom,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,0,Taiwan,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,6,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,7,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,8,Austria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,23,Bangladesh,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,40,Spain,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,43,Spain,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,44,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,46,Spain,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,48,Spain,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,13,58,Romania,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,13,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,16,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,23,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,29,Zimbabwe,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,32,Czech Republic,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,32,Russia,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,33,United States,2,1,1,2
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,38,United States,2,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,42,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,43,United States,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,49,India,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,55,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,57,Germany,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,14,58,United States,1,1,0,0
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,15,1,Algeria,1,1,1,1
mmViewProblem,16298: ABCSpeedup,anonymous,20150111,15,3,India,2,2,2,1
mmDownload,existing algorithms.7z,16298,20150108,13,37,United States,1,1,1,1
mmDownload,existing algorithms.7z,16298,20150108,13,53,United States,1,1,1,1
mmDownload,existing algorithms.7z,Arunraja,20150113,12,27,India,1,1,1,1
mmDownload,existing algorithms.7z,BlakeWL,20150114,1,35,Hong Kong,1,1,1,1
mmDownload,existing algorithms.7z,Burakbb,20150111,0,9,Turkey,1,1,1,1
mmDownload,existing algorithms.7z,Gr3Ch,20150109,14,56,Georgia,1,1,1,1
mmDownload,existing algorithms.7z,JackKnife,20150113,14,23,United States,1,1,1,1
mmDownload,existing algorithms.7z,JacoCronje,20150116,2,35,South Africa,1,1,1,1
mmDownload,existing algorithms.7z,JayLo,20150113,12,18,United States,1,1,1,1
mmDownload,existing algorithms.7z,KudaChinyemba,20150112,6,54,South Africa,1,1,1,1
mmDownload,existing algorithms.7z,LLcoolNJ,20150113,15,0,India,1,1,1,1
mmDownload,existing algorithms.7z,MizzzViolet,20150118,5,36,Ireland,1,1,1,1
mmDownload,existing algorithms.7z,Mloody2000,20150112,16,34,France,1,1,0,0
mmDownload,existing algorithms.7z,Mloody2000,20150112,16,35,France,1,1,0,0
mmDownload,existing algorithms.7z,Mousecage,20150110,16,36,United States,1,1,1,1
mmDownload,existing algorithms.7z,OvisAries,20150113,23,53,Taiwan,2,1,1,2
mmDownload,existing algorithms.7z,Pena,20150110,8,37,Finland,1,1,1,1
mmDownload,existing algorithms.7z,Peter.Jahn,20150110,12,31,Hungary,1,1,1,1
mmDownload,existing algorithms.7z,Ragewing,20150114,14,34,Ukraine,1,1,1,1
mmDownload,existing algorithms.7z,Rajpurohit,20150117,5,30,India,1,1,1,1
mmDownload,existing algorithms.7z,SPChoria,20150113,5,47,Romania,1,1,1,1
mmDownload,existing algorithms.7z,Sean.Moran,20150112,14,36,United Kingdom,1,1,1,1
mmDownload,existing algorithms.7z,Sirna,20150115,13,13,India,2,1,1,2
mmDownload,existing algorithms.7z,T_12,20150114,9,11,Russia,1,1,1,1
mmDownload,existing algorithms.7z,TahaMahmoud,20150111,16,9,Egypt,1,1,0,0
mmDownload,existing algorithms.7z,Thunderstorm33,20150113,9,36,Poland,1,1,1,1
mmDownload,existing algorithms.7z,TonyJ,20150108,13,59,United States,1,1,0,0
mmDownload,existing algorithms.7z,Vikas.Dhochak,20150117,8,58,India,1,1,1,1
mmDownload,existing algorithms.7z,Vincent.Lam,20150112,16,33,Canada,1,1,0,0
mmDownload,existing algorithms.7z,Zandri,20150112,2,29,Germany,1,1,1,1
mmDownload,existing algorithms.7z,_INVICTUS,20150117,13,59,Canada,1,1,1,1
mmDownload,existing algorithms.7z,_sushant_rathor,20150115,11,58,India,4,1,1,4
mmDownload,existing algorithms.7z,_sushant_rathor,20150115,12,0,India,1,1,0,0
mmDownload,existing algorithms.7z,_sushant_rathor,20150115,12,2,India,1,1,0,0
mmDownload,existing algorithms.7z,_sushant_rathor,20150115,12,22,India,1,1,0,0
mmDownload,existing algorithms.7z,acjock,20150120,12,48,India,1,1,1,1
mmDownload,existing algorithms.7z,ajinadai,20150112,10,19,Japan,1,1,1,1
mmDownload,existing algorithms.7z,alexhau,20150112,13,2,United Kingdom,1,1,1,1
mmDownload,existing algorithms.7z,alfiya_Zi,20150110,4,58,Russia,1,1,1,1
mmDownload,existing algorithms.7z,aminemer,20150112,15,9,Algeria,1,1,1,1
mmDownload,existing algorithms.7z,arshad01,20150111,20,8,Singapore,1,1,1,1
mmDownload,existing algorithms.7z,atetubou,20150111,1,11,Japan,1,1,1,1
mmDownload,existing algorithms.7z,aymanahkh,20150113,7,16,Egypt,1,1,1,1
mmDownload,existing algorithms.7z,bachynskiy,20150116,8,7,Germany,1,1,1,1
mmDownload,existing algorithms.7z,brawner,20150111,19,34,United States,1,1,1,1
mmDownload,existing algorithms.7z,cemaivaz,20150114,20,39,Turkey,1,1,1,1
mmDownload,existing algorithms.7z,coldfish,20150115,11,8,South Korea,1,1,1,1
mmDownload,existing algorithms.7z,coldfish,20150118,4,51,South Korea,1,1,1,1
mmDownload,existing algorithms.7z,dchoudh1986,20150117,15,28,United States,1,1,1,1
mmDownload,existing algorithms.7z,doraemonok,20150109,17,16,United States,2,1,1,2
mmDownload,existing algorithms.7z,doraemonok,20150113,3,41,China,1,1,0,0
mmDownload,existing algorithms.7z,dpesevski,20150111,9,17,Macedonia (FYROM),1,1,1,1
mmDownload,existing algorithms.7z,eldidou,20150110,5,21,France,1,1,1,1
mmDownload,existing algorithms.7z,eldidou,20150110,5,22,France,1,1,0,0
mmDownload,existing algorithms.7z,falconet.zz,20150112,3,13,South Korea,1,1,1,1
mmDownload,existing algorithms.7z,feynman_canon,20150112,11,18,United States,1,1,1,1
mmDownload,existing algorithms.7z,feynman_canon,20150112,11,29,United States,1,1,1,1
mmDownload,existing algorithms.7z,gsgovindporsa,20150111,10,56,India,2,1,1,2
mmDownload,existing algorithms.7z,igraphic,20150113,10,56,Saudi Arabia,1,1,1,1
mmDownload,existing algorithms.7z,josephl3000,20150110,20,40,United States,1,1,1,1
mmDownload,existing algorithms.7z,juanchristo,20150115,7,30,Netherlands,1,1,1,1
mmDownload,existing algorithms.7z,kevinwern,20150112,14,18,United States,1,1,1,1
mmDownload,existing algorithms.7z,kevinwern,20150112,14,20,United States,1,1,0,0
mmDownload,existing algorithms.7z,kym1201,20150116,5,46,Japan,1,1,1,1
mmDownload,existing algorithms.7z,kym1201,20150116,5,47,Japan,1,1,0,0
mmDownload,existing algorithms.7z,lejosne,20150112,16,21,Switzerland,1,1,0,0
mmDownload,existing algorithms.7z,logicmachine,20150110,12,53,Japan,1,1,0,0
mmDownload,existing algorithms.7z,logicmachine,20150112,0,20,Japan,1,1,1,1
mmDownload,existing algorithms.7z,mapierce271,20150113,11,39,United States,1,1,1,1
mmDownload,existing algorithms.7z,mgi,20150115,15,50,Romania,1,1,0,0
mmDownload,existing algorithms.7z,morojenoe,20150110,1,7,Russia,1,1,1,1
mmDownload,existing algorithms.7z,morojenoe,20150110,1,28,Russia,1,1,0,0
mmDownload,existing algorithms.7z,neel007,20150112,8,49,India,1,1,1,1
mmDownload,existing algorithms.7z,nroxana,20150114,17,12,Romania,1,1,1,1
mmDownload,existing algorithms.7z,paansingh,20150111,14,3,United States,1,1,1,1
mmDownload,existing algorithms.7z,pacu,20150115,22,5,United States,1,1,1,1
mmDownload,existing algorithms.7z,petroos,20150111,0,47,Canada,1,1,1,1
mmDownload,existing algorithms.7z,pfilippi,20150111,3,13,Germany,1,1,1,1
mmDownload,existing algorithms.7z,poletaev,20150113,12,54,Russia,1,1,1,1
mmDownload,existing algorithms.7z,pparys,20150113,23,44,Poland,1,1,1,1
mmDownload,existing algorithms.7z,prakush24,20150109,15,50,India,1,1,1,1
mmDownload,existing algorithms.7z,quazlyy,20150112,13,53,Switzerland,1,1,1,1
mmDownload,existing algorithms.7z,quillass,20150112,14,57,France,1,1,1,1
mmDownload,existing algorithms.7z,raphaelwcosta,20150116,10,39,Brazil,1,1,1,1
mmDownload,existing algorithms.7z,restricteur,20150112,17,21,Morocco,1,1,1,1
mmDownload,existing algorithms.7z,rjaffk,20150114,3,43,Belarus,1,1,1,1
mmDownload,existing algorithms.7z,rk2900,20150111,2,15,China,1,1,1,1
mmDownload,existing algorithms.7z,rmoncayo,20150110,23,47,United States,1,1,1,1
mmDownload,existing algorithms.7z,rreimche,20150110,17,0,Germany,1,1,1,1
mmDownload,existing algorithms.7z,rsial2,20150108,14,28,United States,1,1,1,1
mmDownload,existing algorithms.7z,rubz,20150112,17,26,Belgium,1,1,1,1
mmDownload,existing algorithms.7z,ryoyuki,20150120,11,43,Japan,1,1,1,1
mmDownload,existing algorithms.7z,sabagy,20150111,6,2,Israel,1,1,1,1
mmDownload,existing algorithms.7z,sabagy,20150111,6,47,Israel,1,1,1,1
mmDownload,existing algorithms.7z,sabagy,20150111,13,8,Israel,1,1,1,1
mmDownload,existing algorithms.7z,sachith500,20150109,14,40,Australia,1,1,1,1
mmDownload,existing algorithms.7z,saimechanical,20150114,15,1,United States,1,1,1,1
mmDownload,existing algorithms.7z,semihbasrik,20150115,11,59,Turkey,1,1,1,1
mmDownload,existing algorithms.7z,sergen1976,20150109,13,42,United States,1,1,1,1
mmDownload,existing algorithms.7z,siri93,20150113,11,21,India,1,1,1,1
mmDownload,existing algorithms.7z,stallion4earth,20150115,11,56,India,1,1,1,1
mmDownload,existing algorithms.7z,stanisic.boris,20150113,4,37,Croatia,1,1,1,1
mmDownload,existing algorithms.7z,stanisic.boris,20150113,4,38,Croatia,1,1,0,0
mmDownload,existing algorithms.7z,subham_pasari,20150115,10,6,India,1,1,1,1
mmDownload,existing algorithms.7z,sunhong,20150113,17,44,United States,1,1,1,1
mmDownload,existing algorithms.7z,superwills,20150112,11,4,Canada,1,1,1,1
mmDownload,existing algorithms.7z,urupica,20150113,9,2,Bolivia,1,1,1,1
mmDownload,existing algorithms.7z,wanimaru47,20150116,17,56,Japan,1,1,1,1
mmDownload,existing algorithms.7z,wehlhard,20150115,1,59,United States,1,1,1,1
mmDownload,existing algorithms.7z,xenol,20150112,7,7,(not set),1,1,1,1
mmDownload,existing algorithms.7z,ximing_neurosci,20150117,14,53,United States,1,1,1,1
mmDownload,existing algorithms.7z,yangli2,20150112,3,37,United States,1,1,1,1
mmDownload,existing algorithms.7z,zenanalyst,20150111,20,29,Indonesia,1,1,1,1
mmDownload,test cases.7z,16298,20150108,13,37,United States,1,1,0,0
mmDownload,test cases.7z,16298,20150108,13,53,United States,1,1,0,0
mmDownload,test cases.7z,BatRoss,20150113,15,11,France,1,1,1,1
mmDownload,test cases.7z,BatRoss,20150113,15,15,France,2,1,0,0
mmDownload,test cases.7z,KudaChinyemba,20150112,6,55,South Africa,1,1,0,0
mmDownload,test cases.7z,Pena,20150110,8,37,Finland,1,1,0,0
mmDownload,test cases.7z,Sean.Moran,20150112,15,25,United Kingdom,1,1,1,1
mmDownload,test cases.7z,T_12,20150114,9,11,Russia,1,1,0,0
mmDownload,test cases.7z,TahaMahmoud,20150111,16,9,Egypt,1,1,0,0
mmDownload,test cases.7z,Vincent.Lam,20150112,16,33,Canada,1,1,1,1
mmDownload,test cases.7z,Vishu.Singh,20150115,12,31,India,1,1,1,1
mmDownload,test cases.7z,amadityamishra1,20150117,13,52,India,1,1,1,1
mmDownload,test cases.7z,arshad01,20150112,21,26,Singapore,1,1,1,1
mmDownload,test cases.7z,doraemonok,20150109,18,26,United States,1,1,1,1
mmDownload,test cases.7z,doraemonok,20150109,23,55,China,1,1,1,1
mmDownload,test cases.7z,doraemonok,20150113,3,41,China,1,1,0,0
mmDownload,test cases.7z,doraemonok,20150114,17,23,United States,1,1,1,1
mmDownload,test cases.7z,doraemonok,20150114,17,24,United States,1,1,0,0
mmDownload,test cases.7z,gutoo,20150112,13,15,South Korea,1,1,1,1
mmDownload,test cases.7z,igraphic,20150113,10,56,Saudi Arabia,2,1,0,0
mmDownload,test cases.7z,jagan.rath,20150115,12,50,India,1,1,0,0
mmDownload,test cases.7z,john0215,20150109,16,59,United States,1,1,0,0
mmDownload,test cases.7z,kevinwern,20150112,14,19,United States,1,1,0,0
mmDownload,test cases.7z,logicmachine,20150110,12,53,Japan,1,1,0,0
mmDownload,test cases.7z,logicmachine,20150112,1,14,Japan,1,1,0,0
mmDownload,test cases.7z,moshu,20150113,0,22,Romania,1,1,0,0
mmDownload,test cases.7z,pfilippi,20150112,5,16,Germany,1,1,1,1
mmDownload,test cases.7z,pparys,20150113,23,47,Poland,1,1,0,0
mmDownload,test cases.7z,quazlyy,20150112,13,53,Switzerland,1,1,0,0
mmDownload,test cases.7z,restricteur,20150112,18,41,Morocco,1,1,1,1
mmDownload,test cases.7z,rk2900,20150111,2,16,China,1,1,1,1
mmDownload,test cases.7z,sabagy,20150111,6,47,Israel,1,1,0,0
mmDownload,test cases.7z,sachith500,20150109,14,46,Australia,1,1,0,0
mmDownload,test cases.7z,shangjingbo,20150112,7,40,United States,1,1,1,1
mmDownload,test cases.7z,sunhong,20150113,18,19,United States,1,1,1,1
mmDownload,test cases.7z,thomasjpfan,20150115,22,48,United States,1,1,1,1
mmDownload,test cases.7z,wisamokkeh,20150109,13,33,Israel,1,1,1,1
