0,0,10021355
1,0,10024132
2,0,10026901
3,0,10026998
4,0,10051404
5,0,1006495
6,0,10066116
7,0,10073175
8,0,10079216
9,0,10079377
10,0,10087311
11,0,10088036
12,0,10090912
13,0,10094187
14,0,10096267
15,0,10096572
16,0,10163945
17,0,1018862
18,0,10192392
19,0,10192449
20,0,10198162
21,0,10201372
22,2,8622978
23,0,10201489
24,0,10205276
25,0,10205292
26,0,10208494
27,0,10213052
28,0,10216143
29,0,10217372
30,0,10226013
31,0,10227401
32,3,9674903
33,0,10230784
34,0,10232754
35,2,8812423
36,0,1024615
37,0,1025283
38,1,15503005
39,0,1029569
40,0,10319852
41,0,10320415
42,0,10321595
43,0,10323316
44,0,10323739
45,0,10328134
46,0,10331745
47,0,10334471
48,0,10341340
49,0,10344735
50,0,10344759
51,0,10347554
52,0,10356659
53,0,10357778
54,0,10363981
55,0,10364509
56,0,10364661
57,0,10364685
58,0,10378396
59,0,10382972
60,0,10389589
61,2,8833159
62,0,10390262
63,0,10391221
64,0,10394930
65,0,10401787
66,0,10402938
67,0,10403071
68,0,10407857
69,0,10409675
70,0,10412366
71,0,10416429
72,0,10416987
73,0,10420196
74,0,10422597
75,0,10426149
76,0,10430665
77,0,10434299
78,0,10434306
79,0,10434678
80,0,10435210
81,0,10436415
82,0,10441667
83,0,10443670
84,0,10443839
85,0,10444591
86,3,9360520
87,3,9709714
88,0,10446964
89,0,10449649
90,0,10451709
91,0,10455421
92,1,15598648
93,0,10459348
94,0,10465117
95,0,10475385
96,2,9066888
97,0,10477176
98,0,10477429
99,0,10477432
100,0,10479724
101,1,15670720
102,0,10484490
103,0,10485139
104,0,10486172
105,0,10486219
106,0,10486460
107,0,10490770
108,0,10498690
109,3,9674906
110,0,10498910
111,0,10501972
112,0,10502316
113,0,10503922
114,0,10518495
115,0,10520451
116,0,10524236
117,0,10526170
118,0,1052762
119,0,10529091
120,0,10531300
121,0,10546097
122,0,10548506
123,0,10555148
124,0,10560487
125,0,10563486
126,0,10564714
127,0,10571034
128,2,9271438
129,1,15718915
130,0,10572108
131,0,10575031
132,0,10581351
133,0,10582710
134,0,10585777
135,0,10586260
136,0,10587579
137,0,1059061
138,2,9223307
139,0,10592751
140,0,10594233
141,1,15773757
142,0,10595246
143,0,10601244
144,2,8790412
145,0,10601645
146,0,10611348
147,3,9472666
148,0,10614055
149,0,10626800
150,0,10629558
151,0,10631132
152,0,10636795
153,0,10636877
154,0,1063733
155,0,10638991
156,0,10645809
157,0,10646887
158,0,10647314
159,0,10651848
160,0,10653325
161,2,8956035
162,2,8929413
163,3,9546397
164,0,10657401
165,0,10660625
166,0,10661763
167,0,10666222
168,0,10667595
169,0,10668499
170,2,8621452
171,0,10671296
172,0,10675033
173,0,10677904
174,0,10681280
175,0,1068420
176,0,10686547
177,0,10690392
178,3,9792409
179,0,10698503
180,0,10698523
181,0,10700864
182,0,1070872
183,0,10716450
184,0,10726756
185,0,10734141
186,0,10737795
187,0,10737995
188,0,10739235
189,0,10743054
190,0,10746566
191,0,10749147
192,0,10754205
193,0,10754334
194,3,9497246
195,0,10755399
196,2,8944024
197,0,10765513
198,0,10765940
199,0,10772636
200,0,10777668
201,0,10781820
202,0,10784452
203,0,10784639
204,0,10785486
205,2,8776595
206,0,10789928
207,0,10791880
208,0,10794361
209,0,10796875
210,0,10801416
211,1,15952986
212,0,10803459
213,0,10811638
214,0,10814720
215,0,10815696
216,1,16020776
217,0,10817502
218,0,10842288
219,0,10842292
220,1,16088907
221,0,1084239
222,0,10847649
223,0,10864611
224,0,10871843
225,0,10880549
226,0,10882857
227,0,10884071
228,0,10886151
229,0,10895316
230,1,16088929
231,0,10895341
232,0,10913522
233,0,10915764
234,0,10923205
235,0,10930317
236,0,10932272
237,3,9950360
238,0,10942114
239,0,10942420
240,1,16110024
241,0,10942809
242,1,16119988
243,1,16190961
244,0,10943739
245,0,10944223
246,0,10945226
247,0,10946017
248,0,10947115
249,0,10950923
250,0,10950924
251,0,10954598
252,0,10958759
253,2,8589723
254,0,10958790
255,2,8808606
256,0,10959075
257,0,10959836
258,0,10969848
259,0,10970088
260,0,10972851
261,0,10973981
262,0,10978352
263,0,10980031
264,3,9888390
265,0,10984668
266,2,8589722
267,0,10985135
268,0,10987649
269,0,10989647
270,3,9888388
271,1,16216473
272,1,16247740
273,0,10994500
274,0,10995566
275,0,11001935
276,0,11004681
277,0,11006214
278,0,11007541
279,0,1101154
280,0,11018760
281,0,11025670
282,0,11027676
283,0,11030410
284,0,11031105
285,0,11040101
286,0,11040449
287,2,8808605
288,0,11042036
289,0,11048797
290,1,16261400
291,2,9223312
292,0,11051201
293,0,11057135
294,0,11071107
295,0,11076054
296,0,11095597
297,0,11103252
298,3,9342365
299,0,11107992
300,0,11124863
301,2,8944023
302,0,11131350
303,0,11131417
304,0,11135437
305,0,11139249
306,0,11139599
307,0,11143968
308,1,16283319
309,0,11144966
310,0,11146471
311,1,16298363
312,0,11156239
313,0,11157798
314,0,11158219
315,0,11159764
316,0,11161796
317,0,11161813
318,0,11173535
319,0,11175332
320,0,11179351
321,0,11181571
322,0,11196174
323,1,16507906
324,0,11200774
325,0,11204305
326,1,16552475
327,2,9020847
328,0,11222545
329,0,11223542
330,3,9467011
331,0,1123471
